"Name"	"Area_m2"	"d_m"
"4382"	440816.805671583	749.17647384638
"4396"	50914713.9194829	8051.49844259834
"4397"	42516.3021739448	232.665934815942
"4403"	217499.55852548	526.240476281596
"4413"	649990.862250739	909.721973755799
"4418"	20520.7888057019	161.641206988126
"4421"	5768467.5786933	2710.09981988026
"4423"	32589.5324606205	203.701451819304
"4431"	4153.4255900458	72.7207378081472
"4445"	19521.5247451495	157.656516766832
"4446"	19521.5247451495	157.656516766832
"4449"	387322.462385824	702.249439781784
"4468"	151589.490531884	439.328731033439
"44723"	218476.641542999	527.421178578824
"44896"	6171.53070741255	88.6444411580615
"4494"	85553.8749482062	330.046325217208
"44941"	57332.2397070454	270.180818681204
"4504"	4935365492.96986	79271.0698386906
"45117"	1860.92315183259	48.6764927519069
"45144"	1267549.06282264	1270.39111760032
"45164"	18692411984.2928	154272.220846409
"45168"	149554358.015429	13799.2218154766
"45170"	300263914.323999	19552.695199749
"45173"	45366298.311285	7600.142433414
"4518"	56242.2156051588	267.600099013452
"45219"	598293.200989499	872.794685390564
"45311"	689584.575328556	937.019930816694
"45314"	102049.456259537	360.462762609904
"45316"	642657544.869508	28605.191833831
"45322"	258712.933152851	573.936875644556
"45324"	22016.631532673	167.4289279344
"45329"	13082.9003488518	129.064581059203
"45331"	164556.415877213	457.733258606749
"45343"	31991.7993408299	201.824735917025
"45345"	49642.9843153915	251.410840555899
"45347"	85326.3052969926	329.607078367981
"45349"	268671.760471129	584.879055861514
"45351"	43155.8605881008	234.409360495368
"45383"	3260584.72863623	2037.52433493669
"45385"	39282.0566473994	223.641382400475
"45389"	27679.740540353	187.73103164897
"45391"	170993.033243618	466.599498285188
"45398"	174939.676871232	471.953508870995
"4548"	8328534.42329026	3256.41204048585
"45629"	234406.050827594	546.310400266088
"45636"	21244.6948906906	164.467582370084
"45642"	19955.7767493004	159.400389281569
"45648"	3723.14273200344	68.850944489383
"45655"	127331.657456287	402.645876136856
"45698"	63079.3683453127	283.399269995827
"45701"	17804.9142986918	150.565337895928
"45704"	28908.7993502576	191.853659135191
"45707"	51107.1263430336	255.091384169922
"45710"	65253.3460101393	288.241462261063
"45713"	4426.45400154347	75.0728731148366
"45716"	32700.7450981774	204.04872408644
"45719"	20260.9891589379	160.614733485475
"45722"	44073.5823750388	236.888640415791
"45725"	12010.0696163521	123.659595545844
"45731"	44907.3115960667	239.118725682152
"45816"	166422.416481299	460.321194161614
"46131"	5966.70117144003	87.1609997825579
"46290"	84469.7322408071	327.948476779793
"46292"	40038.4663004362	225.784318774049
"46445"	339556.682058458	657.523380022257
"46447"	34270.9046285715	208.890093127808
"46451"	200092.238406812	504.742855852491
"46455"	70531.9434160573	299.673254602988
"46459"	440391.821137951	748.815252148869
"46464"	184876.070102008	485.17164316261
"46469"	11693484.0166175	3858.57567836708
"46471"	35928.0930916791	213.880968978664
"46485"	528718.128688043	820.478414989689
"46488"	368116.686182554	684.617208317533
"46514"	8423930.00902463	3275.00852053417
"46516"	6753370.12131223	2932.34682442027
"46603"	2584703.75252669	1814.09675297167
"46611"	25887.6854717448	181.552264828317
"46630"	8055.44845197191	101.274456402522
"46645"	88566.5312716871	335.807102300019
"46648"	2851.68361514071	60.256753545727
"46650"	409008.771956137	721.641283878714
"46659"	44993.1166789537	239.347060555435
"46672"	66121.4626616033	290.152478908044
"46680"	125456.919832372	399.670753860281
"46687"	2277243503.47568	53846.7871057919
"46695"	15552.7229682644	140.720794168826
"46698"	2277243503.47568	53846.7871057919
"46728"	48419.3066561004	248.292923707474
"46730"	352843.195303707	670.264059420907
"46803"	635154.018807915	899.279274610339
"47005"	340158.138416595	658.105457579183
"47110"	872512.668320894	1054.00077447247
"47520"	40277.2903147176	226.456703993229
"47527"	838.875544077719	32.6816388180118
"47537"	215181.975637797	523.42927000339
"47555"	174.068860651908	14.887288433056
"47557"	174.068860651908	14.887288433056
"47561"	147143455.22916	13687.5441897637
"47564"	309064479.843653	19837.1650598049
"47571"	313905.570559725	632.200115271498
"47580"	1634.66437228369	45.6214787261579
"47584"	1393.38436718688	42.1202098441842
"47590"	5757.78165208075	85.6214651204928
"47604"	841.667247733617	32.735974452013
"47608"	27712033332.6336	187840.508687897
"47610"	17228.4603558922	148.107923555845
"47621"	1434.43432634025	42.7361499040561
"47663"	40493.2745114191	227.063071422359
"47666"	1245.04133637654	39.8150205865139
"47669"	96158.0923548461	349.903251960433
"47671"	10118.0431547665	113.501950027238
"47673"	16660.0985179726	145.644417168206
"47681"	20912.4817817147	163.176587729468
"47685"	10224.9149814347	114.099807606839
"47687"	164758.51833058	458.014258370269
"47767"	10382.8521919836	114.977641295922
"47771"	10382.8521919836	114.977641295922
"47973"	1437968.70449596	1353.09963367663
"48361"	446464.629073018	753.960490384797
"48363"	70463.0385306664	299.526838696371
"48616"	37648.6752551154	218.942417410846
"48640"	21108.6228574298	163.940029757775
"48647"	138459.348331309	419.87131080092
"48656"	114984.648572491	382.626451777671
"48664"	266340.568706414	582.336109514307
"48685"	264002.871237043	579.774866290898
"48697"	27289.5121671755	186.403020489957
"48700"	11306.5015694404	119.982852569947
"48705"	120077.796985416	391.008695001163
"48712"	682.017745307087	29.4681516817071
"48717"	1012999.06356517	1135.68942343885
"48721"	14098.7150130471	133.981496799233
"48723"	96895.6771304026	351.242662323812
"48733"	2056.18608861298	51.1665656396476
"48735"	198131.849986182	502.264179963036
"48740"	4293.8662855051	73.9399780532168
"48752"	29023.7316817812	192.234655858476
"48756"	42326.0896971253	232.144892634724
"48765"	173805.867265671	470.42162291889
"48767"	1665987.211497	1456.43427544845
"48796"	1445.88306706993	42.9063573151625
"48812"	86069.4892137797	331.039389290974
"48814"	51593.8509203139	256.30320180777
"48816"	62753.7719432513	282.666913556291
"48818"	327281.218018942	645.528767004854
"48837"	31459.6306919842	200.139066300906
"48873"	20331.0868377114	160.89233589335
"48875"	213610.483639315	521.514443653845
"48877"	1437968.70449596	1353.09963367663
"48879"	157940.615211905	448.437550844705
"48881"	55153.1439257738	264.996535567477
"48882"	152261.577587476	440.301557717135
"48887"	24672.0192245234	177.238230991875
"48893"	30134.9163350499	195.879981506715
"489"	14698790.2572787	4326.09304284306
"48906"	251150.39897353	565.486179892233
"48911"	27215.4764719379	186.149995629548
"48917"	928261.766072248	1087.15205395974
"48925"	1683913.17128871	1464.24889946524
"48928"	823931.539544671	1024.2373837655
"48931"	8642.08437104545	104.897300108977
"48942"	1277.58088668294	40.3319539140188
"48945"	33579.1264729558	206.771061086968
"48948"	18978.7376239207	155.449281927994
"48950"	63882.5968046918	285.197911058454
"48952"	38961.5419054967	222.727133232425
"48954"	10345324.9831894	3629.33559646023
"48960"	64743.1118198358	287.112330313808
"48964"	248710.984173522	562.73320522227
"48966"	53718.3277001024	261.52686115352
"48973"	161340.502901575	453.238467544121
"48976"	5251.86824144069	81.7733839873403
"48978"	73508.7336181928	305.931735075141
"48985"	1245.95996260163	39.8297061945119
"48992"	498604.137264377	796.770045077979
"48996"	32850685475.2439	204515.994041389
"490"	227763.798207375	538.514507452408
"49063"	23437376.8202647	5462.72779776004
"49076"	578394.126785407	858.157488265262
"49082"	16684.4588105999	145.750858454284
"49084"	6409.72773696328	90.3389109170986
"49086"	1297208.02808175	1285.16791085897
"49102"	31821.4150509664	201.286571862907
"49106"	1222204.55775466	1247.46109145287
"49108"	175187.392607495	472.287535307579
"49110"	5815.63146402679	86.0505197985751
"49112"	10147.0732933922	113.6646602092
"49118"	3654411.46557716	2157.06772974481
"49120"	180672.317251816	479.623955786144
"49126"	104290.281130146	364.398833788543
"49137"	50029.1765865032	252.386857860061
"49141"	25302.6363924378	179.489044904994
"49143"	42663.9027881726	233.069449226273
"49147"	187757.652006314	488.93810176858
"49149"	19952.8700582381	159.388779997561
"49154"	52239.5393421848	257.902011022051
"49177"	251192.206872026	565.53324492797
"49179"	404563.942618101	717.709418995831
"49196"	268997.741709215	585.233767129535
"492"	8303.17236097385	102.819878412416
"49204"	3201.74172152106	63.84813366003
"49216"	31771045.0285164	6360.20053990977
"49238"	418662.305149626	730.107802181626
"49240"	11112248.2717179	3761.45635764476
"49242"	2682176.46484157	1847.98623939526
"49255"	241055.054957665	554.004357772036
"49257"	11321.9650375991	120.064872506409
"49261"	608326.834855968	880.082826932895
"49263"	817504.193340355	1020.23461367852
"49265"	4732.76495495249	77.6269508391399
"49269"	58034.8038531819	271.831210932115
"49276"	125445.980416225	399.653328516115
"493"	560508.988934314	844.785304021497
"49347"	119063.150614589	389.353196575106
"49353"	8483.71790811504	103.93173301254
"49376"	379390.844633487	695.0218890782
"49378"	32850685475.2439	204515.994041389
"49388"	9579.81861334024	110.44185750835
"49404"	197577.447453584	501.560982579124
"49408"	32850685475.2439	204515.994041389
"49410"	32850685475.2439	204515.994041389
"49412"	175769.41985719	473.071428134624
"49414"	18935.2244405817	155.270977797476
"49417"	10393.2447393047	115.03516940568
"49419"	242125.268291014	555.232803756883
"49421"	342706825.812307	20888.9416408514
"49428"	12679226.7925306	4017.9214712231
"49430"	1588134.73221234	1421.99716716319
"49432"	3637640.7644042	2152.11246703793
"49434"	2157986.11220944	1657.59864112346
"49444"	35172.3262107041	211.61946179828
"49447"	40867.1131362581	228.108799751894
"49451"	8944576.64775143	3374.69831226908
"49457"	29176137.1549927	6094.93327185405
"49466"	405224.518219276	718.295121167502
"49468"	144905.394456171	429.533791996677
"49472"	20057.0469901474	159.804334667327
"49474"	512259.400761376	807.606913177272
"49477"	13881.2974278128	132.944412508844
"49491"	2117959.28113509	1642.15392423489
"49507"	2512.32170188329	56.5578229773225
"49509"	7267.14637214512	96.1915699965119
"49515"	15043.4516540167	138.397678937205
"49517"	813892.410829263	1017.97839005927
"49519"	1842248.56073672	1531.54292096612
"49521"	12152.8162281001	124.392307646077
"49523"	445813.436211137	753.410443621726
"49526"	35051791.5269375	6680.51847433339
"49528"	3454492.81513581	2097.23552784002
"49530"	12887.9946337044	128.099587899287
"496"	5339743.08637008	2607.44550399286
"49614"	18677.9545943018	154.212549438211
"49642"	64307.6717674657	286.145191684547
"49658"	161332.682818757	453.22748330508
"49906"	2522920.77975803	1792.28415855913
"49925"	8365.40171448947	103.20445857851
"50128"	25532.2780868176	180.301708608962
"50422"	32850685475.2439	204515.994041389
"50424"	32850685475.2439	204515.994041389
"50426"	32850685475.2439	204515.994041389
"506"	38977.6619042307	222.773204173626
"507"	110472.137371432	375.043322687823
"513"	1917456.29640274	1562.49197818145
"514"	1465.63350311757	43.1984089320198
"517"	6658.71075919627	92.0767823914486
"51727"	35986.6233083421	214.055114112392
"51729"	22507.5229293266	169.285168421962
"51739"	41189.4612069273	229.0066611149
"51741"	41569.5985963882	230.060984940274
"51743"	16557.9657945956	145.19730310874
"51745"	49993.9611005581	252.298014798337
"51747"	27557.2392666402	187.315153626221
"51749"	17358.2883826011	148.66492255285
"519"	32174.6645147658	202.400729244702
"52024"	134676.963114848	414.096649591207
"52055"	479291.047061514	781.186478733626
"52057"	1926251.12747437	1566.07123356221
"52064"	65694.8116858748	289.214854601878
"52082"	203204.591411389	508.653242844997
"52084"	80638.565610982	320.425046721731
"52086"	1114838.2726439	1191.40932290899
"52088"	989836.717846282	1122.63050555058
"52092"	86512.8052804147	331.890832667907
"52093"	169577.121985145	464.663639199222
"52103"	53137.1185773526	260.108209532046
"52107"	48571.1895443837	248.682044512137
"52127"	9780.67498835046	111.593647531434
"52140"	53283.325402844	260.465807694393
"52142"	50700.8200595232	254.075360966558
"52144"	25822.3998201331	181.323193747947
"52150"	5732394.80912332	2701.61280664169
"52153"	543447.906602575	831.828927839096
"52155"	167242976.273045	14592.4765194276
"52156"	1686605.71034099	1465.41908230454
"52158"	3729.57422113883	68.9103866146375
"52209"	2232.01423329302	53.3093686535529
"52214"	2526.36466153206	56.7156714805007
"52216"	4844.25406595408	78.5359525409658
"52218"	46071.2274123399	242.197664348519
"52240"	7415639.14055207	3072.76504198365
"52242"	14696.568683574	136.792735259746
"52246"	769463.580271616	989.8037475355
"52248"	2374454.81721047	1738.74948467549
"52250"	492329.513353819	791.740743831149
"52253"	28883.3341673799	191.769140493742
"52255"	20597.285382737	161.942206553746
"52257"	377116.104598554	692.935160986481
"52260"	39800.2829071603	225.111736897576
"52266"	1158.53127405955	38.4068721968482
"52287"	235744534.109498	17325.1050006452
"52307"	177530.81916703	475.435862522686
"524"	1631370.37830628	1441.22353497614
"52411"	21510.4982746614	165.493253730345
"52429"	1093294.08458083	1179.84120224433
"52439"	3135127057.33707	63180.4380102793
"52443"	158014.919319114	448.543023505251
"52454"	11965268.8110506	3903.15941432269
"52462"	70127.0953576177	298.811965902861
"52469"	97266.5804502786	351.914274519319
"52497"	74803.357530897	308.613986862716
"525"	229637.629761184	540.725171571651
"52516"	12688374.9956088	4019.37069736519
"52526"	32850685475.2439	204515.994041389
"52570"	154361386.320335	14019.2375414354
"52580"	67716.6500911026	293.631600365127
"52592"	11988.7873662779	123.549982469308
"52605"	21827.4667736397	166.708109753518
"52607"	122396.682525246	394.766128657891
"52625"	3997.27313168841	71.3406351413628
"52627"	3738.24652075688	68.9904580228041
"52629"	80835.2639975356	320.81560861462
"52645"	41393.3903117465	229.572867376729
"52657"	131693.103409508	409.483659051106
"52659"	131693.103409508	409.483659051106
"52671"	14877.5263794647	137.632317840597
"52679"	34489.7878208084	209.556106432092
"526829"	183040551.162344	15266.1215778604
"52694"	241952.665771878	555.034865584898
"527"	512423.197946692	807.736020779922
"52710"	11024.6181221079	118.477760607937
"52739"	41192361.5359436	7242.08144448756
"52744"	5536038321.91641	83956.5537205599
"52748"	8092123415.90377	101504.736510205
"52757"	22134150.1691544	5308.67924106118
"52767"	178926.920055324	477.301613481565
"52786"	531014.927170764	822.258599297374
"52790"	99775.9142458617	356.424802209296
"52794"	89663.1106368428	337.87959122562
"52796"	2437185.41824303	1761.5677257372
"52821"	3508418.74387039	2113.54145551627
"52826"	2077222.93982488	1626.28484289071
"52837"	504005.17478514	801.073853828471
"52849"	249538397.575429	17824.7624310362
"52873"	3758813.0113518	2187.66299217182
"52892"	51515.5132234682	256.108548477881
"52894"	14324870.5761393	4270.71325316436
"52897"	7095372.0604719	3005.67933951741
"52901"	488612.145707068	788.74603387411
"52912"	8892.51707159064	106.40631742421
"52915"	4580.09366487019	76.3646277585619
"52917"	763543.050916015	985.988441379514
"52919"	3012.57483173965	61.9332657563349
"52921"	2020.8201792112	50.7246307524313
"52933"	74371940.9565153	9731.04805478546
"52942"	869388.443359695	1052.11204052673
"52952"	4091750.52313899	2282.49393717735
"52963"	1417.07206627077	42.4767253035767
"52969"	1430.27053658712	42.6740788635478
"52987"	178414.983451577	476.618308821449
"52991"	3670849.17706778	2161.91358176067
"52993"	925759.664310626	1085.68587239636
"52995"	2068.97073594518	51.3253870701937
"53002"	4374.70687237962	74.6327661723617
"53063"	29949693.9783643	6175.20321333396
"53081"	447710.444367983	755.011683591895
"53098"	234118.608272227	545.975338463707
"53188"	307004.040397355	625.211711844383
"532"	236265.039336611	548.472416008118
"53257"	2138142538.84103	52176.3129469
"53270"	63582310512.2233	284526.821389114
"53302"	80040.4046951136	319.234409853362
"53355"	8285476.66632257	3247.9834572458
"534"	19098.9976573568	155.941011546517
"53745"	7592148.18335898	3109.11937637362
"53756"	92775.1891668384	343.693234756671
"538"	11271.5631233547	119.79732843279
"539"	335.701564317531	20.674344171425
"53964"	11168.0414672105	119.245930887786
"53966"	78231.0537119676	315.605562708229
"53969"	75729.7805327642	310.519164124262
"53972"	34078.2696493428	208.302185619094
"53978"	139372.489909635	421.253564496669
"53980"	3398.52816175158	65.7810037126085
"53989"	45793.3394854467	241.466127476201
"53991"	68749.0287005268	295.861423649051
"53995"	2046.0635316869	51.0404643355078
"53999"	19718.4654839718	158.449771270546
"540"	312071.562502174	630.350580363863
"54001"	14011.1109038446	133.564592869686
"54020"	25957.8321460935	181.798070352806
"54024"	21270.9635536592	164.569231483711
"54266"	11377.1147624691	120.356937567246
"54269"	1587.34332064928	44.9562930736276
"54284"	19665910620.1543	158238.475361739
"54467"	4097197.67993525	2284.01272078128
"54473"	121052.107357688	392.591810996274
"671"	160624.481989017	452.231624636112
"672"	4271.76358113634	73.7494292673664
"675"	108438.979868605	371.576099015327
"678"	129019.578945536	405.305847427022
"681"	199804.376099224	504.379651513292
"684"	1420290.55187961	1344.75651910182
"688"	23589.5442382098	173.306493145433
"691"	163056.176049507	455.641933276043
"701"	21019.2060714329	163.592433715884
"715"	64587.4378283465	286.766943590391
"720"	107546.000770807	370.042998933245
"772"	49076.3667037965	249.971940023671
"774"	321607.489751548	639.908879321642
"778"	462773.652899997	767.607787306656
"785"	245442.612738223	559.023470438786
"788"	3052590.97763298	1971.46634427882
"796"	48746.1693607671	249.129585726959
"802"	645394269.292275	28666.034005568
"803"	714004365.351059	30151.2618820258
"805"	25808042342.9704	181272.778108765
"811"	3419327.45842258	2086.53371323408
"813"	236411.340255708	548.642203295925
"823"	2774143.81249541	1879.40139535213
"829"	15894.3350576167	142.257850161698
"834"	67040.3946005505	292.161738597084
"835"	14714.6074208228	136.876660002519
"841"	202.606090637898	16.0613226916206
"843"	7876.41161549078	100.14269189239
"847"	73362.7250769295	305.627751811711
"849"	55634.7871138526	266.151105607847
"850"	174696.527317595	471.625409523987
"852"	106488.726509655	368.219578051711
"853"	15317.1244139388	139.65088082592
"856"	628272.240318027	894.394242620258
"857"	24460.1511954826	176.475584068419
"860"	19737.3495912181	158.525625713325
"866"	23951173.4544213	5522.28043338803
"871"	39661.9577979182	224.720210684145
"873"	472585.388334795	775.702523324428
"878"	784099.275798414	999.172760309619
"968"	156356.885862525	446.183561073028
"971"	39460.8984213368	224.14989703505
"973"	26969.1533000491	185.305673063852
"974"	24018226127.8354	174874.112722127
"977"	16267.232762838	143.916934504098
"978"	8467942.8854685	3283.55291480696
"982"	174072.878610008	470.782829670057
"986"	179477.937784145	478.035990061722
"987"	163508.889626152	456.274023134951
"999"	27411.9389481696	186.820675158494
