Project	Event	Data_Source	Site_Name	Site_Name_Clean	Site_ID	Dataset_ID	Latitude	Longitude	Elevation	Continent	Basin_Type	Basin_Source	Basin_Comment	Basin_Area	Data_Type	Number_Pollen_Samples	AgeModel_Source	Number_Datings
LegacyPollen_1.0	TOR_neotoma	Neotoma	Lac à la Tortue	Lac a la Tortue	2562	2654	45.55	-73.32	137	Eastern North America	Lake	GIS	l, GE, L2,	21513.2238	Raw	39	AWI	3
LegacyPollen_1.0	TS	Neotoma	Taloye Lake	Taloye Lake	2568	2660	61.01667	152.3333	750	Asia	Lake	NA	can't find a basin	NA	Raw	36	AWI	7
LegacyPollen_1.0	TUK5	Neotoma	Tuktoyaktuk 5	Tuktoyaktuk 5	2569	2661	69.04938	-133.451	60	Western North America	Lake	Google Earth	Chenhzi: publication. Lake shapes: ? check in gis. It is definitely a lake.	457.6592456	Raw	51	AWI	5
LegacyPollen_1.0	TULANE	Neotoma	Lake Tulane	Lake Tulane	2570	2663	27.58613	-81.5034	32	Eastern North America	Lake	GIS	l, LW, L1,	291027.8592	Raw	190	AWI	20
LegacyPollen_1.0	TUMBRE1	Neotoma	Tumbre 1	Tumbre 1	2572	2665	-23.3167	-67.7833	3920	South America	Peat	FIXED_100	NA	NA	Raw	11	AWI	7
LegacyPollen_1.0	TUNTURI	Neotoma	Tunturi Lake	Tunturi Lake	2576	2669	55.01667	-67.5	610	Eastern North America	Lake	Google Earth	8 lakes in 1 km radius averaged (from shifted coordinates on the island, original coordinates were in the water)	126671.9591	Raw	28	AWI	3
LegacyPollen_1.0	TUR	Neotoma	Lac Turcotte	Lac Turcotte	2577	2671	49.15778	-65.7628	447	Eastern North America	Lake	GIS	l, LW, L1,	98718.27087	Raw	30	AWI	5
LegacyPollen_1.0	TUSKEGEE	Neotoma	Tuskegee Pond	Tuskegee Pond	2578	2673	35.58472	-84.2106	240	Eastern North America	Lake	NA	coordinates in the river. no pond visible nearby.	NA	Raw	22	AWI	3
LegacyPollen_1.0	TWINLAKE	Neotoma	Twin Lakes	Twin Lakes	2785	2880	37.46906	-108.103	3290	Western North America	Lake	GIS	l, GE, L2,	4127.162633	Raw	93	AWI	15
LegacyPollen_1.0	TYRRELL	Neotoma	Tyrrell Lake	Tyrrell Lake	2787	2882	66.05	-135.656	660	Western North America	Lake	GIS	l, GE, L2,	741555.3671	Raw	20	AWI	4
LegacyPollen_1.0	Ulakhan_Adycha_River	Neotoma	Ulakhan Exposure, Adycha River	Ulakhan Exposure, Adycha River	2789	2884	67.83333	135.5833	130	Asia	Alluvial/Fluvial	NA	NA	NA	Raw	9	AWI	3
LegacyPollen_1.0	UNASCHI	Neotoma	Unaschi Exposure	Unaschi Exposure	2790	2885	42.95	133.1667	35	Asia	Alluvial/Fluvial	NA	NA	NA	Raw	6	AWI	2
LegacyPollen_1.0	UPGRAVEN	Neotoma	Upper Graven Lake	Upper Graven Lake	2792	2888	46.19	-95.31	446	Eastern North America	Lake	GIS	l, GE, L2,	53523.08958	Raw	23	AWI	6
LegacyPollen_1.0	UPMALLOT	Neotoma	Upper Mallot Lake	Upper Mallot Lake	2793	2890	47.30833	-84.2583	422	Eastern North America	Lake	GIS	l, LW, L2,	278490.4253	Raw	37	AWI	3
LegacyPollen_1.0	UPSOBRPD	Neotoma	Upper South Branch Pond	Upper South Branch Pond	2795	2892	46.09012	-68.8933	300	Eastern North America	Lake	GIS	l, LW, L1,	325932.6641	Raw	41	AWI	5
LegacyPollen_1.0	VACALAUQ	Neotoma	Mallín Vaca Lauquen	Mallin Vaca Lauquen	2802	2899	-36.8581	-71.0485	1450	South America	Peat	FIXED_100	NA	NA	Raw	36	AWI	3
LegacyPollen_1.0	VALAVICT	Neotoma	Valle Laguna Victoria	Valle Laguna Victoria	2804	2901	8.808333	-70.7917	3250	South America	Alluvial/Fluvial	NA	NA	NA	Raw	15	AWI	4
LegacyPollen_1.0	VALHALLA	Neotoma	Valhalla Hollow	Valhalla Hollow	2805	2902	44.30861	-74.3708	480	Eastern North America	Peat	FIXED_100	Chenhzi: publication. Lake shapes: l not recognizable, but area from neotoma comment. It is definitely a lake.	2545.161	Raw	19	AWI	3
LegacyPollen_1.0	VANNOSTR	Neotoma	Van Nostrand Lake	Van Nostrand Lake	2806	2903	44	-79.38	297	Eastern North America	Lake	GIS	l, GE, L2,	22833.951	Raw	60	AWI	2
LegacyPollen_1.0	Vechernii_River	Neotoma	Vechernii River	Vechernii River	2807	2904	63.28333	147.75	800	Asia	Alluvial/Fluvial	NA	NA	NA	Raw	28	AWI	8
LegacyPollen_1.0	VENYU1	Neotoma	Venyukovka-1 Exposure	Venyukovka-1 Exposure	2808	2905	47.11667	138.5833	5	Asia	Alluvial/Fluvial	NA	NA	NA	Raw	14	AWI	2
LegacyPollen_1.0	Venyukovka-2	Neotoma	Venyukovka-2 Exposure	Venyukovka-2 Exposure	2809	2906	47.03333	138.5833	6	Asia	Coast	NA	NA	NA	Raw	24	AWI	2
LegacyPollen_1.0	Venyukovka-3	Neotoma	Venyukovka-3 Exposure	Venyukovka-3 Exposure	2810	2907	47.11667	138.5833	5	Asia	Alluvial/Fluvial	NA	NA	NA	Raw	19	AWI	3
LegacyPollen_1.0	VOLOBOG	Neotoma	Volo Bog	Volo Bog	2822	2919	42.35154	-88.1848	229	Eastern North America	Peat	FIXED_100	NA	NA	Raw	52	AWI	6
LegacyPollen_1.0	VOSTOK_neotoma	Neotoma	Vostok Gulf	Vostok Gulf	2823	2920	42.9	132.75	5	Asia	Coast	NA	NA	NA	Raw	15	AWI	4
LegacyPollen_1.0	WALKER	Neotoma	Walker Lake	Walker Lake	2825	2922	48.52917	-124.002	950	Western North America	Lake	GIS	Chenhzi: publication. Lake shapes: l check in gis. It is definitely a lake.	16621.29	Raw	53	AWI	5
LegacyPollen_1.0	WATCHTWR	Neotoma	Watchtower Basin	Watchtower Basin	2828	2925	52.78333	-117.083	2257	Western North America	Peat	FIXED_100	NA	NA	Raw	35	AWI	4
LegacyPollen_1.0	WCA2AF1	Neotoma	Water Conservation Area 2A, Site 2 (Site F1)	Water Conservation Area 2A, Site 2 (Site F1)	2846	2943	26.35972	-80.3706	5	Eastern North America	Peat	FIXED_100	NA	NA	Raw	35	AWI	7
LegacyPollen_1.0	WCA2AU3	Neotoma	Water Conservation Area 2A, Site 3 (Site U3)	Water Conservation Area 2A, Site 3 (Site U3)	2847	2944	26.2875	-80.4114	5	Eastern North America	Peat	FIXED_100	NA	NA	Raw	32	AWI	6
LegacyPollen_1.0	WCA3A15	Neotoma	Water Conservation Area 3A, Site 4 (CA315 (AAS))	Water Conservation Area 3A, Site 4 (CA315 (AAS))	2848	2945	25.974	-80.6688	5	Eastern North America	Peat	FIXED_100	NA	NA	Raw	26	AWI	5
LegacyPollen_1.0	WENTZEL	Neotoma	Wentzel's Pond	Wentzel's Pond	2851	2948	46.95	-94.95	435	Eastern North America	Lake	NA	can't find a basin	NA	Raw	15	AWI	3
LegacyPollen_1.0	WESLEM1	Neotoma	Weslemkoon Lake	Weslemkoon Lake	2852	2949	45.03333	-77.4333	316	Eastern North America	Lake	GIS	l, LW, L2,	23205603.87	Raw	24	AWI	3
LegacyPollen_1.0	WHITGLCH	Neotoma	Whitney's Gulch	Whitney's Gulch	2854	2951	51.51667	-57.3	98	Eastern North America	Lake	NA	can't find a basin	NA	Raw	19	AWI	6
LegacyPollen_1.0	WHYAC	Neotoma	Whyac Lake	Whyac Lake	2856	2953	48.67222	-124.844	15	Western North America	Lake	GIS	l, GE, L2,	37199.45979	Raw	45	AWI	6
LegacyPollen_1.0	WIENLAKE	Neotoma	Wien Lake	Wien Lake	2857	2954	64.35	-151.29	305	Western North America	Lake	GIS	l, LW, L2,	11127642.4	Raw	43	AWI	9
LegacyPollen_1.0	WILCOX	Neotoma	Wilcox Pass	Wilcox Pass	2858	2955	52.24167	-117.217	2355	Western North America	Peat	FIXED_100	NA	NA	Raw	31	AWI	4
LegacyPollen_1.0	WILWRDPD	Neotoma	Willow River Pond	Willow River Pond	2859	2956	46.32431	-92.7808	314	Eastern North America	Lake	GIS	l, GE, L2,	7505.135665	Raw	42	AWI	2
LegacyPollen_1.0	WINNE	Neotoma	Winneconnet Pond	Winneconnet Pond	2862	2959	41.97	-71.13	20	Eastern North America	Lake	GIS	l, GE, L2,	574643.2378	Raw	70	AWI	12
LegacyPollen_1.0	WNTRGULF	Neotoma	Winter Gulf Site	Winter Gulf Site	2863	2960	42.56111	-78.9339	248	Eastern North America	Valley	NA	Chenhzi: publication. Lake shapes: ? check in gis. It is definitely a lake.	NA	Raw	11	AWI	2
LegacyPollen_1.0	WINTERGR	Neotoma	Wintergreen Lake	Wintergreen Lake	2864	2961	42.4	-85.3833	271	Eastern North America	Lake	GIS	l, GE, L2, modified LW shape	154543.6961	Raw	69	AWI	12
LegacyPollen_1.0	WLDSPEAR	Neotoma	Wild Spear Lake	Wild Spear Lake	2865	2962	59.25	-114.15	880	Western North America	Lake	Google Earth	3 lakes in 1.5 km radius averaged	82440.13946	Raw	33	AWI	5
LegacyPollen_1.0	WOLFCRK	Neotoma	Wolf Creek	Wolf Creek	2932	3029	46.11667	-94.1167	375	Eastern North America	Peat	FIXED_100	NA	NA	Raw	58	AWI	15
LegacyPollen_1.0	WOLSFELD	Neotoma	Wolsfeld Lake	Wolsfeld Lake	2933	3031	45.00502	-93.5728	292	Eastern North America	Lake	GIS	l, GE, L2,	164175.1876	Raw	68	AWI	11
LegacyPollen_1.0	WOLVERIN	Neotoma	Wolverine Lake	Wolverine Lake	2934	3032	46.42917	-85.6611	259	Eastern North America	Lake	GIS	l, GE, L2, modified LW shape	31260.15991	Raw	42	AWI	5
LegacyPollen_1.0	WONDER	Neotoma	Wonder Lake	Wonder Lake	2935	3033	63.47	-150.88	610	Western North America	Lake	GIS	l, LW, L2,	2628286.241	Raw	34	AWI	6
LegacyPollen_1.0	WOODLAKE	Neotoma	Wood Lake	Wood Lake	2937	3035	45.34	-90.08	464	Eastern North America	Lake	GIS	l, GE, L2, modified LW shape	251892.0155	Raw	52	AWI	7
LegacyPollen_1.0	WOSKI	Neotoma	Woski Pond	Woski Pond	2941	3039	37.725	-119.625	1212	Western North America	Lake	NA	can't find a basin	NA	Raw	20	AWI	3
LegacyPollen_1.0	Wrangel_Island_wr12	Neotoma	Wrangel Island Exposure 12	Wrangel Island Exposure 12	2942	3040	71.16667	-179.75	200	Asia	Alluvial/Fluvial	NA	NA	NA	Raw	25	AWI	22
LegacyPollen_1.0	WYLDEBOG	Neotoma	Wylde Bog	Wylde Bog	2943	3041	43.9	-80.4	484	Eastern North America	Peat	FIXED_100	NA	NA	Raw	66	AWI	3
LegacyPollen_1.0	WYLDELK	Neotoma	Wylde Lake	Wylde Lake	2944	3042	43.91	-80.4	484	Eastern North America	Lake	GIS	Chenhzi: estimated from site name. Lake shapes: l check in gis. It is definitely a lake.	15694.69	Raw	57	AWI	3
LegacyPollen_1.0	YARLINGT	Neotoma	Yarlington Tier	Yarlington Tier	2945	3043	-42.5436	147.3006	650	Indopacific	Peat	FIXED_100	NA	NA	Raw	21	AWI	2
LegacyPollen_1.0	YELLE	Neotoma	Lac Yelle	Lac Yelle	2947	3046	48.51	-79.64	356	Eastern North America	Lake	GIS	l, GE, L2,	32149.66131	Raw	32	AWI	4
LegacyPollen_1.0	YELLOWDG	Neotoma	Yellow Dog Pond	Yellow Dog Pond	2948	3047	46.75493	-87.9425	445	Eastern North America	Lake	GIS	l, GE, L2,	14310.26899	Raw	37	AWI	10
LegacyPollen_1.0	YESTERDY	Neotoma	Yesterday Lake	Yesterday Lake	2949	3048	56.76667	-119.483	1050	Western North America	Lake	GIS	l, LW, L2,	530456.7613	Raw	10	AWI	3
LegacyPollen_1.0	ZUEHL	Neotoma	Zuehl Farm Site	Zuehl Farm Site	2951	3050	43.03	-93.87	356	Eastern North America	Farmland	NA	Chenhzi: estimated from Neotoma map and site name. Lake shapes: ? check in gis. It is definitely a lake.	NA	Raw	47	AWI	5
LegacyPollen_1.0	FOUNDLK	Neotoma	Found Lake	Found Lake	2952	3051	45.55	-78.64	488	Eastern North America	Lake	GIS	l, LW, L2,	112844.8367	Raw	58	Neotoma_COHMAP chron 3	7
LegacyPollen_1.0	HEADLAKE	Neotoma	Head Lake	Head Lake	2955	3054	37.71109	-105.741	2300	Western North America	Lake	GIS	l, LW, L2,	731207.4172	Raw	32	AWI	4
LegacyPollen_1.0	COMOLAKE	Neotoma	Como Lake	Como Lake	2957	3056	37.56953	-105.514	3523	Western North America	Lake	GIS	l, GE, L2,	21201.8954	Raw	31	AWI	5
LegacyPollen_1.0	BASSWOOD	Neotoma	Basswood Road Lake/Splan Pond	Basswood Road Lake/Splan Pond	2959	3058	45.25397	-67.3317	106	Eastern North America	Lake	GIS	l, GE, L2,	43630.1695	Raw	73	AWI	6
LegacyPollen_1.0	BECHAN2M	Neotoma	Bechan Cave	Bechan Cave	244	3060	37.36667	-110.867	1280	Western North America	Cave	NA	Chenhzi: publication. Lake shapes: ? special type: cave?	NA	Raw	23	AWI	4
LegacyPollen_1.0	BONEYSPR	Neotoma	Boney Spring	Boney Spring	295	3067	38.11194	-93.3669	210	Eastern North America	Peat	FIXED_100	NA	NA	Raw	27	AWI	5
LegacyPollen_1.0	CURUCAB	Neotoma	Lagoa da Curuça	Lagoa da Curuca	526	3074	-0.76667	-47.85	35	South America	Lake	NA	can't find a basin	NA	Raw	25	AWI	4
LegacyPollen_1.0	DEAD6101	Neotoma	Toadlena Lake [Dead Man Lake]	Toadlena Lake [Dead Man Lake]	655	3076	36.2372	-108.953	2759	Western North America	Lake	GIS	l, GE, L2, Shape has DatasetID 671	746071.2	Raw	22	AWI	3
LegacyPollen_1.0	DIMA1	Neotoma	Kirgirlakh Stream, Berelyekh River Basin	Kirgirlakh Stream, Berelyekh River Basin	672	3077	62.66667	147.9833	700	Asia	Alluvial/Fluvial	NA	NA	NA	Raw	9	AWI	2
LegacyPollen_1.0	DIMA2	Neotoma	Kirgirlakh Stream, Berelyekh River Basin	Kirgirlakh Stream, Berelyekh River Basin	672	3078	62.66667	147.9833	700	Asia	Alluvial/Fluvial	NA	NA	NA	Raw	16	AWI	5
LegacyPollen_1.0	DIMA3	Neotoma	Kirgirlakh Stream, Berelyekh River Basin	Kirgirlakh Stream, Berelyekh River Basin	672	3079	62.66667	147.9833	700	Asia	Alluvial/Fluvial	NA	NA	NA	Raw	11	AWI	5
LegacyPollen_1.0	DIMA4	Neotoma	Kirgirlakh Stream, Berelyekh River Basin	Kirgirlakh Stream, Berelyekh River Basin	672	3080	62.66667	147.9833	700	Asia	Alluvial/Fluvial	NA	NA	NA	Raw	10	AWI	4
LegacyPollen_1.0	DISTRHFT	Neotoma	Disterhaft Farm Bog	Disterhaft Farm Bog	680	3081	43.91694	-89.1669	244	Eastern North America	Peat	FIXED_100	NA	NA	Raw	51	AWI	6
LegacyPollen_1.0	ELAKE68	Neotoma	E Lake	E Lake	770	3125	50.69095	-99.6584	735	Eastern North America	Lake	GIS	l, GE, L2,	16779.38018	Raw	57	AWI	8
LegacyPollen_1.0	FERNDALE	Neotoma	Ferndale Bog	Ferndale Bog	804	3126	34.40556	-95.8083	263	Eastern North America	Peat	FIXED_100	NA	NA	Raw	56	AWI	7
LegacyPollen_1.0	HEARTNY	Neotoma	Heart Lake	Heart Lake	728	3130	44.18236	-73.9696	661	Eastern North America	Lake	GIS	l, GE, L2,	110140.5872	Raw	29	AWI	11
LegacyPollen_1.0	HERSHOP	Neotoma	Hershop Bog	Hershop Bog	529	3132	29.58333	-97.6083	124	Eastern North America	Peat	FIXED_100	NA	NA	Raw	54	AWI	15
LegacyPollen_1.0	JACOBSN2	Neotoma	Jacobson Lake	Jacobson Lake	1128	3138	46.41694	-92.7169	324	Eastern North America	Lake	NA	Don't know which basin to pickl. Depending on the water level several basins are distinct or connected.	NA	Raw	83	AWI	3
LegacyPollen_1.0	JOHNKLON	Neotoma	John Klondike Bog	John Klondike Bog	814	3149	60.35667	-123.647	460	Western North America	Peat	FIXED_100	NA	NA	Raw	43	AWI	5
LegacyPollen_1.0	KELLHOL2	Neotoma	Kellys Hollow	Kellys Hollow	1410	3452	45.3	-90.35	470	Eastern North America	Peat	FIXED_100	NA	NA	Raw	28	AWI	5
LegacyPollen_1.0	KESV	Neotoma	Marais de Keswick	Marais de Keswick	1416	3454	44.19583	-79.5128	221	Eastern North America	Lake	NA	comment mentions it is a marsh not a lake	NA	Raw	48	AWI	3
LegacyPollen_1.0	LAKEANNF	Neotoma	Lake Ann	Lake Ann	1544	3468	45.42363	-93.6907	291	Eastern North America	Lake	GIS	l, LW, L2,	576037.4932	Raw	47	AWI	3
LegacyPollen_1.0	LAKEBI2	Neotoma	Lake BI2	Lake BI2	257	3471	57.11667	-76.3783	210	Eastern North America	Lake	NA	if a lake basin covered with varying ice sheets	NA	Raw	45	AWI	4
LegacyPollen_1.0	LAKEMARY	Neotoma	Lake Mary	Lake Mary	197	3473	46.25	-89.9	488	Eastern North America	Lake	GIS	l, GE, L2,	14426.92849	Raw	28	AWI	3
LegacyPollen_1.0	LKCLDSH	Neotoma	Lake of the Clouds	Lake of the Clouds	1598	3482	48.14256	-91.1125	462	Eastern North America	Lake	GIS	l, GE, L2,	116854.6038	Raw	37	Neotoma_NAPD 3 (varve years)	31
LegacyPollen_1.0	LKCLDSSW	Neotoma	Lake of the Clouds	Lake of the Clouds	1598	3483	48.14256	-91.1125	462	Eastern North America	Lake	GIS	l, GE, L2, Shape has DatasetID 3482	116817.7	Raw	68	Neotoma_Swain 1973	29
LegacyPollen_1.0	LOUISE-D	Neotoma	Lake Louise	Lake Louise	1617	3484	30.725	-83.2583	49	Eastern North America	Lake	Google Earth	2 lakes in 0.5 km radius averaged	49260.78912	Raw	31	AWI	2
LegacyPollen_1.0	MCNRNY3A	Neotoma	McNearney Lake	McNearney Lake	1669	3485	46.42694	-84.952	264	Eastern North America	Lake	GIS	l, GE, L2, Shape has DatasetID 1725	504469.2	Raw	14	AWI	11
LegacyPollen_1.0	MCNRNY4A	Neotoma	McNearney Lake	McNearney Lake	1669	3486	46.42694	-84.952	264	Eastern North America	Lake	GIS	l, GE, L2, Shape has DatasetID 1725	504469.2	Raw	15	AWI	9
LegacyPollen_1.0	MEDICINE	Neotoma	Medicine Lake	Medicine Lake	1676	3487	44.98419	-97.3501	519	Eastern North America	Lake	GIS	l, GE, L2, Shape has DatasetID 1732	1.62E+09	Raw	63	AWI	5
LegacyPollen_1.0	MENDOTAD	Neotoma	Lake Mendota	Lake Mendota	1679	3488	43.1	-89.4167	257	Eastern North America	Lake	GIS	l, LW, L2, Shape has DatasetId 1735	41202719	Raw	23	AWI	6
LegacyPollen_1.0	MINNIEO	Neotoma	Lake Minnie	Lake Minnie	1701	3492	47.24476	-95.0077	430	Eastern North America	Lake	Google Earth	l, LW, L2,	309637.3073	Raw	63	AWI	4
LegacyPollen_1.0	MOHAWK	Neotoma	Mohawk Pond	Mohawk Pond	558	3493	41.81115	-73.2927	360	Eastern North America	Lake	GIS	l, GE, L2,	75043.70259	Raw	48	AWI	13
LegacyPollen_1.0	MTBLANCO	Neotoma	Monte Blanco	Monte Blanco	1717	3494	-17.025	-67.35	4780	South America	Peat	FIXED_100	NA	NA	Raw	31	AWI	5
LegacyPollen_1.0	NICHOLS2	Neotoma	Nichols Brook Site	Nichols Brook Site	1741	3497	42.54358	-78.478	438	Eastern North America	Stream	NA	Chenhzi: publication. Lake shapes: ? bog or river? It is a stream-bank-section.	NA	Raw	24	AWI	7
LegacyPollen_1.0	OROKESS	Neotoma	Orokess River Mouth Exposure 4036	Orokess River Mouth Exposure 4036	1779	3499	48.85	142	6	Asia	Alluvial/Fluvial	NA	NA	NA	Raw	25	AWI	9
LegacyPollen_1.0	PATSCHKE	Neotoma	Patschke Bog	Patschke Bog	1803	3500	30.36667	-97.1167	142	Eastern North America	Peat	FIXED_100	NA	NA	Raw	51	AWI	4
LegacyPollen_1.0	PBBVANDA	Neotoma	Pittsburg Basin	Pittsburg Basin	1812	3501	38.90363	-89.1898	162	Eastern North America	Lake	Google Earth	dried up lake shape estimated from topography	412722.8943	Raw	78	AWI	5
LegacyPollen_1.0	POCTAY13	Neotoma	Canal de la Puntilla	Canal de la Puntilla	1894	3557	-40.9525	-72.905	120	South America	Peat	FIXED_100	NA	NA	Raw	95	AWI	13
LegacyPollen_1.0	POGONIA	Neotoma	Pogonia Bog Pond	Pogonia Bog Pond	1814	3558	45.04	-93.63	292	Eastern North America	Lake	GIS	l, GE, L2,	4413.51894	Raw	68	AWI	7
LegacyPollen_1.0	PORTAGE2	Neotoma	Portage Marsh	Portage Marsh	1902	3559	41.57611	-87.2225	189	Eastern North America	Peat	FIXED_100	NA	NA	Raw	10	AWI	2
LegacyPollen_1.0	POTATO2	Neotoma	Potato Lake	Potato Lake	1906	3561	34.46222	-111.345	2205	Western North America	Lake	GIS	l, GE, L2,	24400.7073	Raw	61	AWI	7
LegacyPollen_1.0	PRETTYLK	Neotoma	Pretty Lake	Pretty Lake	2954	3563	41.57	-85.25	294	Eastern North America	Lake	GIS	l, LW, L2,	686967.0427	Raw	55	AWI	16
LegacyPollen_1.0	RAY	Neotoma	Saint-Raymond	Saint-Raymond	1877	3565	46.89194	-71.8078	160	Eastern North America	Peat	FIXED_100	NA	NA	Raw	37	AWI	2
LegacyPollen_1.0	RICEMNB	Neotoma	Rice Lake	Rice Lake	1991	3568	46.92222	-95.575	443	Eastern North America	Lake	GIS	l, LW, L2,	1101427.651	Raw	17	AWI	2
LegacyPollen_1.0	ROCKYHOC	Neotoma	Rockyhock Bay	Rockyhock Bay	751	3582	36.16667	-76.6833	6	Eastern North America	Lake	NA	can't find a basin	NA	Raw	36	AWI	13
LegacyPollen_1.0	ROSEBUDB	Neotoma	Rosebud	Rosebud	2211	3583	43.00035	-101.091	894	Eastern North America	Alluvial/Fluvial	NA	Chenhzi: publication. Lake shapes: ? check in gis. It is definitely a lake.	NA	Raw	8	AWI	2
LegacyPollen_1.0	SALILC91	Neotoma	Lagoa Campestre de Salitre	Lagoa Campestre de Salitre	2248	3610	-19	-46.7667	980	South America	Peat	FIXED_100	NA	NA	Raw	21	AWI	5
LegacyPollen_1.0	SAPBHM	Neotoma	San Agustin Plains	San Agustin Plains	2260	3611	33.86667	-108.25	2069	Western North America	Lake	GIS	l Shape has DatasetID 2340	327040078.3	Raw	81	AWI	4
LegacyPollen_1.0	SNOW_neotoma	Neotoma	Snow Lake	Snow Lake	1064	3771	56.63333	-63.8833	522	Eastern North America	Lake	NA	comment mentions small lake but coordinates are in lake with 1.5 km radius	NA	Raw	15	AWI	3
LegacyPollen_1.0	SPIRITWD	Neotoma	Spiritwood Lake	Spiritwood Lake	1222	3774	47.0747	-98.5866	437	Eastern North America	Lake	GIS	l, GE, L2, modified LW shape	2510299.723	Raw	86	AWI	3
LegacyPollen_1.0	SPLANPD	Neotoma	Basswood Road Lake/Splan Pond	Basswood Road Lake/Splan Pond	2959	3775	45.25397	-67.3317	106	Eastern North America	Lake	GIS	l, GE, L2, Shape has DatasetID 3058	43613.66	Raw	38	AWI	6
LegacyPollen_1.0	STWDARK2	Neotoma	Stewart's Dark Lake	Stewart's Dark Lake	1645	3781	45.3	-91.45	335	Eastern North America	Lake	Google Earth	Chenhzi: publication. Lake shapes: ? check in gis or take average of few lakes closeby. It is definitely a lake.	11355.33768	Raw	54	AWI	6
LegacyPollen_1.0	TOMSWAMP	Neotoma	Tom Swamp	Tom Swamp	562	3790	42.51667	-72.2125	231	Eastern North America	Peat	FIXED_100	NA	NA	Raw	38	AWI	8
LegacyPollen_1.0	UPWALLFC	Neotoma	Upper Wallface Pond	Upper Wallface Pond	745	3830	44.1483	-74.0557	948	Eastern North America	Lake	GIS	l, GE, L2,	61703.44067	Raw	19	AWI	7
LegacyPollen_1.0	WESLEM2	Neotoma	Weslemkoon Lake	Weslemkoon Lake	2852	3839	45.03333	-77.4333	316	Eastern North America	Lake	GIS	l, LW, L2, Shape has DatasetID 2949	23207775	Raw	31	AWI	3
LegacyPollen_1.0	WHITEPND	Neotoma	White Pond	White Pond	2839	3840	34.16759	-80.7762	90	Eastern North America	Lake	Google Earth	l, GE, L2, modified LW shape	291365.4666	Raw	37	AWI	3
LegacyPollen_1.0	WSLPB	Neotoma	West Sand Lake Peat Bog	West Sand Lake Peat Bog	563	3858	42.63333	-73.6	170	Eastern North America	Peat	FIXED_100	NA	NA	Raw	16	AWI	6
LegacyPollen_1.0	A159	Neotoma	Black Sea (Southwest 1)	Black Sea (Southwest 1)	2960	3859	42.18417	28.91667	0	Europe	Marine	NA	NA	NA	Raw	22	AWI	3
LegacyPollen_1.0	ACHIT8	Neotoma	Achit-Nur	Achit-Nur	2962	3861	49.48079	90.49975	1435	Asia	Lake	Google Earth	l, LW, L2,	298206837.7	Raw	20	AWI	4
LegacyPollen_1.0	AF1974_neotoma	Neotoma	Abernethy Forest	Abernethy Forest	2965	3865	57.23528	-3.71056	221	Europe	Peat	FIXED_100	NA	NA	Raw	49	AWI	7
LegacyPollen_1.0	AHOLAMMI	Neotoma	Aholammi	Aholammi	2966	3866	61.8947	25.21692	114	Europe	Lake	GIS	l, GE, L2,	53801.01823	Raw	46	AWI	3
LegacyPollen_1.0	ALGENDAR	Neotoma	Algendar	Algendar	2968	3868	39.94056	3.958611	21	Europe	Coast	NA	NA	NA	Raw	137	AWI	5
LegacyPollen_1.0	ALLOS	Neotoma	Plan du Laus	Plan du Laus	2969	3869	44.24167	6.702222	2121	Europe	Stream	NA	NA	NA	Raw	71	AWI	7
LegacyPollen_1.0	ALSA	Neotoma	Alsa	Alsa	2970	3870	43.11778	-4.01667	560	Europe	Peat	FIXED_100	NA	NA	Raw	24	AWI	3
LegacyPollen_1.0	AMPOIX	Neotoma	Ampoix	Ampoix	2972	3872	45.63333	2.933333	1015	Europe	Peat	FIXED_100	NA	NA	Raw	120	AWI	5
LegacyPollen_1.0	AMSOPO2	Neotoma	Amsoldingersee	Amsoldingersee	2973	3874	46.725	7.575	641	Europe	Lake	GIS	l, GE, L2, modified LW shape	340058.4141	Raw	24	AWI	5
LegacyPollen_1.0	AMSOPO3	Neotoma	Amsoldingersee	Amsoldingersee	2973	3875	46.725	7.575	641	Europe	Lake	GIS	l, GE, L2, Shape has DatasetID 3874	3.40E+08	Raw	52	AWI	6
LegacyPollen_1.0	AMTKEL1	Neotoma	Amtkel 1	Amtkel 1	2974	3876	43.28333	41.29167	1860	Europe	Valley	NA	Chenhzi: site description. Lake shapes: ? special type: valley?	NA	Raw	24	AWI	6
LegacyPollen_1.0	AMTKEL3	Neotoma	Amtkel 3	Amtkel 3	2976	3878	43.26667	41.29167	1860	Europe	Alluvial/Fluvial	NA	NA	NA	Raw	8	AWI	4
LegacyPollen_1.0	ANFSHEIL	Neotoma	Allt na Feithe Sheilich	Allt na Feithe Sheilich	2977	3879	57.31333	-3.90841	595	Europe	Peat	FIXED_100	NA	NA	Raw	49	AWI	3
LegacyPollen_1.0	ANTU	Neotoma	Åntu Sinijarv	Antu Sinijarv	2979	3882	59.06	26.24	95	Europe	Lake	GIS	l, GE, L2,	18905.73885	Raw	54	AWI	7
LegacyPollen_1.0	AR1	Neotoma	Arkutino Lake	Arkutino Lake	2980	3883	42.32984	27.72455	0	Europe	Lake	GIS	l, GE, L2,	45129.18367	Raw	51	AWI	4
LegacyPollen_1.0	AR2	Neotoma	Arkutino Lake	Arkutino Lake	2980	3884	42.32984	27.72455	0	Europe	Lake	GIS	l, GE, L2, Shape has DatasetID 3883	45097.04	Raw	73	AWI	6
